-1.716891074561419650e-01 0.000000000000000000e+00 1.570595466318674971e+00 0.000000000000000000e+00 1.380580195137273813e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.716891183632829054e-01 -4.130655720084072675e-06 1.570595439698858176e+00 -1.008122097243935894e-05 1.380363867920922916e+00 -4.307002930147772052e-02 4.965130715902666683e-04 8.136635340725917320e-02 -2.034401038704890773e-04 -3.333885211940439131e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.716892425204540051e-01 -2.292188974910985494e-05 1.570595117327943990e+00 -6.327172830931658055e-05 1.379722829130274997e+00 -8.494544099788485514e-02 1.419671446988718562e-03 9.834611533105507009e-02 -4.369112517623946826e-04 -1.657001210965862101e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.716896025882550525e-01 -4.898553020488823979e-05 1.570593984236247742e+00 -1.731133298135745572e-04 1.378668930610360333e+00 -1.256451224116801602e-01 2.401684934070565970e-03 9.692486931852867249e-02 -4.232378351425350156e-04 1.302887103675237288e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.716901921515311957e-01 -6.574410063179846650e-05 1.570591459119199396e+00 -3.415910379328858664e-04 1.377213835870252367e+00 -1.651878197156963213e-01 3.338837448119697481e-03 9.047378215437509863e-02 -9.889499403368598993e-05 4.468688055649926855e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.716908233756105351e-01 -5.405150297745799754e-05 1.570586961700850992e+00 -5.671890895690501547e-04 1.375369021316482865e+00 -2.035921367926004089e-01 4.204115540958514551e-03 8.286751392620586576e-02 5.382456121142151304e-04 7.534669951673537980e-02 0.000000000000000000e+00 0.000000000000000000e+00
-1.716911133737992479e-01 5.781426574608722215e-06 1.570579933331512912e+00 -8.473013912108461184e-04 1.373145778596592592e+00 -2.408765532014084665e-01 4.992657886651746986e-03 7.521662900341982705e-02 1.473197333742823183e-03 1.041920700450833653e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716904826099462100e-01 1.333356276104985614e-04 1.570569843544636690e+00 -1.178958706978488905e-03 1.370555214679986644e+00 -2.770594362784601361e-01 5.705883069703376019e-03 6.782813798099231184e-02 2.686706650558404099e-03 1.310541643441403836e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716881573434924091e-01 3.478457656904420953e-04 1.570556192352272395e+00 -1.559053534665947498e-03 1.367608253065340174e+00 -3.121590540716588924e-01 6.346880935974397869e-03 6.077630959078089701e-02 4.158942423099790120e-03 1.559484109306310540e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716831737161761406e-01 6.680883679388575002e-04 1.570538511207833166e+00 -1.984414767392560404e-03 1.364315636183973668e+00 -3.461935888276584383e-01 6.919082730461093532e-03 5.406879506614272607e-02 5.870531370577839261e-03 1.789398949143722328e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716743826778872883e-01 1.112312541840752237e-03 1.570516363440185303e+00 -2.451837720946427671e-03 1.360687923410220046e+00 -3.791811349652414176e-01 7.425884452655256811e-03 4.769492219616613266e-02 7.802820367950609459e-03 2.001043031180626541e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716604555871100168e-01 1.698183987409062528e-03 1.570489344554106159e+00 -2.958099361499536093e-03 1.356735495530051239e+00 -4.111397140878152445e-01 7.870548200695354213e-03 4.163965409659391159e-02 9.937916106863616678e-03 2.195171558766164654e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716398902317118336e-01 2.442739583756679909e-03 1.570457082304240082e+00 -3.499969821194017210e-03 1.352468551918514894e+00 -4.420872652140312997e-01 8.256181954806542447e-03 3.588757820704815971e-02 1.225866660229618828e-02 2.372509353148253286e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.716110173590078558e-01 3.362344987797362319e-03 1.570419236746174674e+00 -4.074221382565136954e-03 1.347897113387433121e+00 -4.720416505482607494e-01 8.585742816940999597e-03 3.042399466771869218e-02 1.474862608670184441e-02 2.533744528174796118e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.715720075784621934e-01 4.472657567800481654e-03 1.570375500170739125e+00 -4.677636813972200179e-03 1.343031022737489089e+00 -5.010206520231962335e-01 8.862045609896297346e-03 2.523516139121919494e-02 1.739201991109366394e-02 2.679529946795475293e-01 0.000000000000000000e+00 0.000000000000000000e+00
